temperature,rainfall,humidity,yeild_apples
42.00,24.00,20.00,1444.00
90.00,84.00,44.00,3700.00
51.00,91.00,96.00,4086.00
35.00,23.00,58.00,1960.00
75.00,85.00,37.00,3359.00
31.00,35.00,95.00,2741.00
96.00,93.00,81.00,4587.00
71.00,48.00,74.00,3258.00
61.00,30.00,67.00,2655.00
52.00,74.00,41.00,2861.00
55.00,24.00,64.00,2400.00
54.00,74.00,40.00,2876.00
95.00,79.00,43.00,3673.00
75.00,83.00,24.00,3102.00
75.00,23.00,23.00,2005.00
88.00,46.00,99.00,3919.00
75.00,64.00,66.00,3474.00
96.00,59.00,52.00,3482.00
93.00,66.00,92.00,4240.00
81.00,96.00,40.00,3704.00
100.00,75.00,82.00,4344.00
25.00,56.00,69.00,2581.00
33.00,41.00,48.00,2082.00
42.00,43.00,69.00,2619.00
34.00,40.00,83.00,2675.00
89.00,42.00,35.00,2775.00
44.00,63.00,90.00,3368.00
21.00,76.00,40.00,2384.00
96.00,78.00,26.00,3382.00
68.00,79.00,70.00,3700.00
90.00,88.00,70.00,4214.00
85.00,100.00,42.00,3874.00
23.00,37.00,47.00,1833.00
99.00,98.00,82.00,4742.00
49.00,36.00,72.00,2656.00
62.00,90.00,39.00,3275.00
52.00,49.00,71.00,2921.00
54.00,43.00,86.00,3100.00
98.00,86.00,64.00,4204.00
52.00,30.00,98.00,3038.00
61.00,45.00,31.00,2313.00
84.00,55.00,94.00,3932.00
60.00,80.00,100.00,4100.00
93.00,77.00,56.00,3826.00
49.00,50.00,30.00,2194.00
96.00,62.00,43.00,3383.00
60.00,32.00,62.00,2590.00
29.00,70.00,82.00,3118.00
64.00,54.00,29.00,2489.00
64.00,31.00,68.00,2738.00
87.00,49.00,83.00,3685.00
85.00,22.00,34.00,2334.00
20.00,81.00,30.00,2288.00
86.00,69.00,32.00,3162.00
85.00,92.00,98.00,4682.00
40.00,32.00,79.00,2559.00
99.00,32.00,37.00,2789.00
24.00,100.00,92.00,3748.00
33.00,82.00,20.00,2344.00
64.00,60.00,90.00,3634.00
81.00,63.00,63.00,3501.00
71.00,99.00,40.00,3598.00
80.00,20.00,23.00,2031.00
74.00,25.00,84.00,3062.00
82.00,60.00,71.00,3599.00
42.00,37.00,100.00,3038.00
84.00,90.00,52.00,3848.00
74.00,57.00,97.00,3859.00
74.00,59.00,22.00,2620.00
55.00,87.00,53.00,3347.00
32.00,78.00,23.00,2307.00
83.00,62.00,94.00,4042.00
95.00,94.00,100.00,4912.00
23.00,65.00,49.00,2371.00
50.00,60.00,22.00,2254.00
55.00,48.00,48.00,2560.00
45.00,44.00,74.00,2770.00
35.00,70.00,97.00,3469.00
53.00,55.00,64.00,2926.00
43.00,24.00,41.00,1817.00
88.00,48.00,82.00,3666.00
98.00,54.00,85.00,3985.00
27.00,22.00,53.00,1729.00
38.00,86.00,55.00,3091.00
81.00,83.00,42.00,3504.00
80.00,66.00,33.00,3029.00
96.00,45.00,69.00,3519.00
68.00,46.00,99.00,3599.00
28.00,24.00,44.00,1628.00
99.00,34.00,37.00,2825.00
84.00,32.00,40.00,2600.00
76.00,78.00,64.00,3708.00
37.00,54.00,93.00,3145.00
89.00,93.00,26.00,3540.00
49.00,39.00,29.00,1979.00
98.00,82.00,84.00,4472.00
91.00,94.00,84.00,4576.00
49.00,32.00,46.00,2142.00
30.00,33.00,91.00,2621.00
46.00,95.00,66.00,3568.00
75.00,56.00,65.00,3313.00
90.00,30.00,82.00,3374.00
81.00,67.00,44.00,3250.00
40.00,79.00,27.00,2521.00
29.00,43.00,24.00,1646.00
71.00,61.00,76.00,3526.00
87.00,58.00,92.00,4000.00
33.00,96.00,37.00,2885.00
88.00,38.00,26.00,2534.00
64.00,28.00,87.00,3007.00
30.00,74.00,38.00,2458.00
83.00,100.00,62.00,4182.00
95.00,28.00,91.00,3571.00
77.00,57.00,98.00,3924.00
58.00,35.00,74.00,2816.00
44.00,39.00,56.00,2358.00
79.00,94.00,82.00,4350.00
59.00,36.00,37.00,2221.00
72.00,23.00,71.00,2773.00
29.00,86.00,38.00,2658.00
24.00,60.00,85.00,2909.00
41.00,61.00,49.00,2587.00
69.00,31.00,46.00,2444.00
60.00,89.00,37.00,3191.00
23.00,50.00,41.00,1965.00
21.00,91.00,89.00,3487.00
41.00,38.00,79.00,2683.00
48.00,30.00,77.00,2617.00
49.00,27.00,99.00,2953.00
25.00,94.00,92.00,3656.00
98.00,23.00,97.00,3631.00
76.00,44.00,69.00,3181.00
28.00,42.00,78.00,2530.00
90.00,70.00,25.00,3125.00
78.00,85.00,50.00,3628.00
80.00,20.00,93.00,3221.00
20.00,97.00,37.00,2695.00
40.00,91.00,42.00,2992.00
50.00,98.00,82.00,3958.00
100.00,63.00,60.00,3754.00
29.00,36.00,27.00,1571.00
89.00,31.00,60.00,3002.00
20.00,35.00,35.00,1545.00
53.00,24.00,53.00,2181.00
42.00,59.00,52.00,2618.00
49.00,36.00,61.00,2469.00
78.00,91.00,31.00,3413.00
98.00,35.00,64.00,3286.00
85.00,68.00,34.00,3162.00
72.00,73.00,32.00,3010.00
80.00,31.00,61.00,2875.00
71.00,81.00,29.00,3087.00
46.00,71.00,44.00,2762.00
77.00,45.00,100.00,3742.00
57.00,89.00,71.00,3721.00
37.00,61.00,26.00,2132.00
36.00,71.00,75.00,3129.00
34.00,89.00,22.00,2520.00
99.00,36.00,99.00,3915.00
21.00,74.00,66.00,2790.00
56.00,93.00,81.00,3947.00
88.00,74.00,74.00,3998.00
48.00,50.00,98.00,3334.00
75.00,94.00,54.00,3810.00
96.00,85.00,35.00,3661.00
33.00,70.00,71.00,2995.00
99.00,48.00,28.00,2924.00
99.00,50.00,44.00,3232.00
24.00,54.00,36.00,1968.00
58.00,70.00,73.00,3429.00
67.00,67.00,76.00,3570.00
53.00,51.00,100.00,3466.00
25.00,56.00,79.00,2751.00
20.00,79.00,29.00,2235.00
33.00,68.00,99.00,3435.00
95.00,63.00,95.00,4269.00
26.00,60.00,64.00,2584.00
66.00,26.00,89.00,3037.00
66.00,97.00,91.00,4349.00
37.00,38.00,48.00,2092.00
60.00,71.00,87.00,3717.00
64.00,88.00,56.00,3560.00
59.00,57.00,55.00,2905.00
35.00,33.00,100.00,2854.00
22.00,52.00,78.00,2614.00
85.00,23.00,44.00,2522.00
91.00,86.00,72.00,4228.00
91.00,93.00,83.00,4541.00
70.00,30.00,71.00,2867.00
95.00,69.00,21.00,3119.00
48.00,25.00,22.00,1592.00
99.00,93.00,46.00,4040.00
54.00,63.00,33.00,2559.00
94.00,63.00,88.00,4134.00
45.00,95.00,76.00,3722.00
90.00,67.00,54.00,3564.00
46.00,93.00,97.00,4059.00
100.00,26.00,96.00,3700.00
95.00,30.00,53.00,2961.00
71.00,89.00,54.00,3656.00
39.00,64.00,99.00,3459.00
91.00,94.00,32.00,3692.00
21.00,86.00,67.00,3023.00
72.00,72.00,91.00,3995.00
71.00,25.00,85.00,3031.00
28.00,25.00,93.00,2479.00
42.00,37.00,97.00,2987.00
63.00,32.00,87.00,3063.00
35.00,58.00,90.00,3134.00
69.00,25.00,86.00,3016.00
91.00,35.00,29.00,2579.00
96.00,23.00,54.00,2868.00
28.00,81.00,80.00,3266.00
96.00,72.00,86.00,4294.00
90.00,28.00,50.00,2794.00
72.00,69.00,91.00,3941.00
38.00,49.00,36.00,2102.00
41.00,89.00,52.00,3142.00
90.00,36.00,86.00,3550.00
35.00,60.00,87.00,3119.00
27.00,69.00,54.00,2592.00
45.00,23.00,30.00,1644.00
90.00,78.00,20.00,3184.00
98.00,94.00,39.00,3923.00
87.00,94.00,83.00,4495.00
79.00,92.00,46.00,3702.00
69.00,78.00,65.00,3613.00
67.00,75.00,58.00,3408.00
57.00,45.00,32.00,2266.00
93.00,86.00,56.00,3988.00
76.00,44.00,64.00,3096.00
31.00,67.00,64.00,2790.00
53.00,69.00,34.00,2668.00
54.00,53.00,94.00,3416.00
79.00,87.00,76.00,4122.00
71.00,44.00,60.00,2948.00
35.00,99.00,48.00,3158.00
30.00,91.00,20.00,2458.00
87.00,55.00,48.00,3198.00
42.00,62.00,62.00,2842.00
39.00,31.00,79.00,2525.00
85.00,40.00,63.00,3151.00
49.00,59.00,64.00,2934.00
83.00,47.00,61.00,3211.00
99.00,32.00,28.00,2636.00
51.00,84.00,62.00,3382.00
88.00,100.00,79.00,4551.00
85.00,53.00,98.00,3980.00
50.00,33.00,100.00,3094.00
26.00,64.00,61.00,2605.00
100.00,95.00,42.00,4024.00
67.00,52.00,99.00,3691.00
37.00,83.00,70.00,3276.00
71.00,49.00,63.00,3089.00
61.00,65.00,85.00,3591.00
20.00,31.00,96.00,2510.00
72.00,87.00,89.00,4231.00
77.00,94.00,100.00,4624.00
21.00,100.00,37.00,2765.00
84.00,90.00,73.00,4205.00
39.00,58.00,63.00,2739.00
37.00,23.00,90.00,2536.00
87.00,72.00,41.00,3385.00
31.00,59.00,83.00,2969.00
60.00,61.00,66.00,3180.00
27.00,59.00,66.00,2616.00
94.00,50.00,23.00,2795.00
73.00,26.00,70.00,2826.00
67.00,20.00,82.00,2826.00
22.00,55.00,85.00,2787.00
36.00,42.00,24.00,1740.00
84.00,42.00,57.00,3069.00
78.00,69.00,34.00,3068.00
73.00,31.00,67.00,2865.00
30.00,23.00,41.00,1591.00
52.00,87.00,41.00,3095.00
100.00,91.00,41.00,3935.00
57.00,94.00,39.00,3267.00
32.00,79.00,55.00,2869.00
94.00,99.00,39.00,3949.00
51.00,35.00,66.00,2568.00
62.00,66.00,70.00,3370.00
41.00,49.00,73.00,2779.00
70.00,51.00,93.00,3619.00
40.00,27.00,81.00,2503.00
60.00,65.00,42.00,2844.00
69.00,69.00,55.00,3281.00
85.00,98.00,29.00,3617.00
61.00,23.00,70.00,2580.00
20.00,34.00,66.00,2054.00
42.00,76.00,70.00,3230.00
22.00,67.00,95.00,3173.00
45.00,57.00,52.00,2630.00
97.00,35.00,93.00,3763.00
56.00,87.00,62.00,3516.00
37.00,25.00,32.00,1586.00
79.00,29.00,60.00,2806.00
96.00,22.00,91.00,3479.00
26.00,29.00,95.00,2553.00
25.00,80.00,74.00,3098.00
79.00,88.00,60.00,3868.00
60.00,86.00,73.00,3749.00
91.00,22.00,93.00,3433.00
95.00,90.00,23.00,3531.00
78.00,45.00,85.00,3503.00
53.00,87.00,92.00,3978.00
72.00,53.00,81.00,3483.00
97.00,20.00,38.00,2558.00
93.00,77.00,60.00,3894.00
48.00,74.00,95.00,3715.00
37.00,48.00,98.00,3122.00
86.00,47.00,68.00,3378.00
40.00,80.00,76.00,3372.00
75.00,48.00,42.00,2778.00
96.00,80.00,52.00,3860.00
40.00,26.00,72.00,2332.00
62.00,20.00,40.00,2032.00
73.00,72.00,89.00,3977.00
66.00,67.00,93.00,3843.00
56.00,55.00,62.00,2940.00
39.00,82.00,66.00,3222.00
23.00,98.00,29.00,2625.00
73.00,63.00,60.00,3322.00
76.00,39.00,64.00,3006.00
76.00,28.00,63.00,2791.00
82.00,88.00,76.00,4188.00
79.00,28.00,68.00,2924.00
81.00,80.00,85.00,4181.00
35.00,67.00,62.00,2820.00
63.00,97.00,68.00,3910.00
39.00,40.00,71.00,2551.00
94.00,76.00,95.00,4487.00
64.00,58.00,58.00,3054.00
42.00,28.00,92.00,2740.00
79.00,49.00,72.00,3370.00
83.00,83.00,55.00,3757.00
73.00,80.00,58.00,3594.00
30.00,44.00,91.00,2819.00
85.00,45.00,35.00,2765.00
72.00,95.00,96.00,4494.00
67.00,100.00,64.00,3960.00
46.00,76.00,36.00,2716.00
36.00,24.00,58.00,1994.00
57.00,54.00,50.00,2734.00
39.00,79.00,73.00,3287.00
49.00,62.00,31.00,2427.00
61.00,56.00,40.00,2664.00
75.00,93.00,68.00,4030.00
65.00,55.00,95.00,3645.00
63.00,53.00,88.00,3458.00
28.00,24.00,60.00,1900.00
27.00,82.00,76.00,3200.00
50.00,35.00,48.00,2246.00
47.00,60.00,92.00,3396.00
62.00,30.00,43.00,2263.00
30.00,74.00,100.00,3512.00
78.00,42.00,53.00,2905.00
76.00,54.00,83.00,3599.00
60.00,25.00,40.00,2090.00
27.00,93.00,37.00,2735.00
24.00,30.00,83.00,2335.00
67.00,69.00,69.00,3487.00
46.00,84.00,60.00,3268.00
60.00,47.00,23.00,2197.00
79.00,97.00,99.00,4693.00
60.00,27.00,59.00,2449.00
88.00,46.00,24.00,2644.00
37.00,46.00,83.00,2831.00
78.00,51.00,40.00,2846.00
33.00,21.00,24.00,1314.00
66.00,48.00,57.00,2889.00
50.00,74.00,22.00,2506.00
54.00,53.00,41.00,2515.00
50.00,78.00,76.00,3496.00
98.00,21.00,68.00,3102.00
99.00,79.00,21.00,3363.00
96.00,99.00,66.00,4440.00
80.00,31.00,56.00,2790.00
44.00,59.00,67.00,2905.00
50.00,41.00,33.00,2099.00
59.00,77.00,94.00,3928.00
87.00,72.00,45.00,3453.00
39.00,47.00,37.00,2099.00
38.00,31.00,67.00,2305.00
52.00,57.00,72.00,3082.00
67.00,94.00,70.00,3954.00
36.00,21.00,92.00,2518.00
89.00,40.00,38.00,2790.00
47.00,84.00,47.00,3063.00
55.00,72.00,78.00,3502.00
86.00,24.00,56.00,2760.00
33.00,100.00,26.00,2770.00
62.00,89.00,67.00,3733.00
89.00,95.00,39.00,3797.00
83.00,78.00,48.00,3548.00
67.00,56.00,78.00,3406.00
41.00,80.00,42.00,2810.00
81.00,67.00,53.00,3403.00
32.00,91.00,65.00,3255.00
59.00,60.00,43.00,2755.00
22.00,45.00,83.00,2573.00
59.00,93.00,66.00,3740.00
40.00,56.00,27.00,2107.00
93.00,41.00,38.00,2872.00
92.00,32.00,48.00,2864.00
87.00,70.00,22.00,3026.00
96.00,33.00,34.00,2708.00
84.00,71.00,91.00,4169.00
75.00,51.00,41.00,2815.00
43.00,87.00,50.00,3104.00
64.00,34.00,37.00,2265.00
38.00,49.00,39.00,2153.00
55.00,46.00,76.00,3000.00
35.00,64.00,52.00,2596.00
44.00,48.00,70.00,2758.00
41.00,96.00,70.00,3574.00
40.00,49.00,96.00,3154.00
78.00,99.00,70.00,4220.00
28.00,82.00,83.00,3335.00
38.00,81.00,89.00,3579.00
61.00,64.00,57.00,3097.00
72.00,20.00,85.00,2957.00
40.00,87.00,81.00,3583.00
96.00,39.00,93.00,3819.00
76.00,32.00,48.00,2608.00
32.00,30.00,96.00,2684.00
74.00,68.00,93.00,3989.00
60.00,36.00,88.00,3104.00
59.00,66.00,88.00,3628.00
64.00,31.00,46.00,2364.00
82.00,53.00,76.00,3558.00
80.00,61.00,57.00,3347.00
100.00,31.00,69.00,3331.00
61.00,95.00,81.00,4063.00
29.00,88.00,69.00,3221.00
33.00,46.00,78.00,2682.00
26.00,81.00,84.00,3302.00
34.00,27.00,43.00,1761.00
74.00,50.00,92.00,3648.00
89.00,57.00,56.00,3402.00
26.00,83.00,30.00,2420.00
59.00,49.00,82.00,3220.00
66.00,47.00,56.00,2854.00
100.00,41.00,20.00,2678.00
68.00,68.00,89.00,3825.00
30.00,42.00,97.00,2885.00
94.00,29.00,67.00,3165.00
33.00,75.00,58.00,2864.00
74.00,59.00,36.00,2858.00
74.00,29.00,41.00,2403.00
73.00,51.00,50.00,2936.00
100.00,30.00,69.00,3313.00
89.00,66.00,83.00,4023.00
99.00,58.00,27.00,3087.00
36.00,100.00,83.00,3787.00
26.00,29.00,22.00,1312.00
93.00,93.00,53.00,4063.00
48.00,78.00,59.00,3175.00
80.00,65.00,30.00,2960.00
32.00,38.00,90.00,2726.00
93.00,56.00,82.00,3890.00
73.00,42.00,67.00,3063.00
78.00,85.00,44.00,3526.00
40.00,37.00,74.00,2564.00
60.00,94.00,27.00,3111.00
57.00,97.00,87.00,4137.00
54.00,40.00,29.00,2077.00
46.00,54.00,30.00,2218.00
67.00,95.00,94.00,4380.00
60.00,61.00,23.00,2449.00
71.00,70.00,42.00,3110.00
89.00,83.00,28.00,3394.00
41.00,51.00,71.00,2781.00
78.00,51.00,99.00,3849.00
31.00,56.00,27.00,1963.00
97.00,92.00,44.00,3956.00
71.00,97.00,82.00,4276.00
74.00,59.00,62.00,3300.00
100.00,55.00,39.00,3253.00
75.00,46.00,67.00,3167.00
92.00,41.00,58.00,3196.00
89.00,63.00,55.00,3493.00
87.00,99.00,35.00,3769.00
91.00,70.00,34.00,3294.00
91.00,22.00,65.00,2957.00
76.00,60.00,58.00,3282.00
32.00,82.00,49.00,2821.00
21.00,48.00,26.00,1642.00
51.00,65.00,97.00,3635.00
59.00,22.00,95.00,2955.00
64.00,54.00,72.00,3220.00
24.00,77.00,38.00,2416.00
94.00,43.00,76.00,3570.00
48.00,26.00,25.00,1661.00
37.00,92.00,73.00,3489.00
99.00,32.00,24.00,2568.00
47.00,39.00,27.00,1913.00
47.00,53.00,26.00,2148.00
73.00,44.00,46.00,2742.00
32.00,64.00,44.00,2412.00
98.00,21.00,96.00,3578.00
83.00,57.00,51.00,3221.00
46.00,31.00,20.00,1634.00
41.00,77.00,100.00,3742.00
75.00,42.00,79.00,3299.00
69.00,77.00,22.00,2864.00
68.00,69.00,20.00,2670.00
87.00,30.00,27.00,2391.00
70.00,56.00,96.00,3760.00
52.00,82.00,54.00,3226.00
23.00,67.00,96.00,3206.00
38.00,81.00,86.00,3528.00
86.00,56.00,52.00,3268.00
95.00,32.00,43.00,2827.00
20.00,87.00,65.00,2991.00
47.00,81.00,54.00,3128.00
44.00,57.00,36.00,2342.00
91.00,87.00,31.00,3549.00
34.00,45.00,89.00,2867.00
83.00,41.00,93.00,3647.00
65.00,45.00,57.00,2819.00
23.00,46.00,59.00,2199.00
57.00,80.00,90.00,3882.00
85.00,42.00,57.00,3085.00
45.00,46.00,80.00,2908.00
23.00,28.00,81.00,2249.00
77.00,90.00,68.00,4008.00
23.00,67.00,22.00,1948.00
20.00,41.00,88.00,2554.00
67.00,67.00,58.00,3264.00
81.00,81.00,85.00,4199.00
65.00,33.00,89.00,3147.00
59.00,48.00,60.00,2828.00
92.00,29.00,71.00,3201.00
33.00,61.00,66.00,2748.00
95.00,70.00,68.00,3936.00
20.00,75.00,54.00,2588.00
99.00,23.00,52.00,2882.00
56.00,97.00,74.00,3900.00
48.00,24.00,60.00,2220.00
82.00,33.00,78.00,3232.00
70.00,89.00,73.00,3963.00
68.00,41.00,71.00,3033.00
40.00,73.00,41.00,2651.00
43.00,32.00,62.00,2318.00
52.00,22.00,71.00,2435.00
57.00,53.00,53.00,2767.00
42.00,82.00,47.00,2947.00
60.00,46.00,85.00,3233.00
74.00,49.00,39.00,2729.00
81.00,90.00,66.00,4038.00
90.00,93.00,21.00,3471.00
65.00,23.00,73.00,2695.00
99.00,34.00,28.00,2672.00
35.00,48.00,35.00,2019.00
29.00,71.00,21.00,2099.00
84.00,61.00,75.00,3717.00
89.00,76.00,22.00,3166.00
28.00,60.00,62.00,2582.00
78.00,67.00,75.00,3729.00
37.00,83.00,22.00,2460.00
85.00,77.00,92.00,4310.00
89.00,25.00,72.00,3098.00
91.00,30.00,71.00,3203.00
26.00,28.00,58.00,1906.00
89.00,62.00,61.00,3577.00
98.00,100.00,54.00,4286.00
34.00,63.00,41.00,2375.00
37.00,80.00,58.00,3018.00
32.00,42.00,70.00,2458.00
62.00,94.00,45.00,3449.00
45.00,48.00,23.00,1975.00
49.00,50.00,29.00,2177.00
70.00,86.00,55.00,3603.00
46.00,56.00,41.00,2441.00
61.00,28.00,83.00,2891.00
78.00,92.00,89.00,4417.00
45.00,76.00,99.00,3771.00
32.00,20.00,100.00,2572.00
65.00,91.00,79.00,4021.00
77.00,56.00,57.00,3209.00
63.00,75.00,30.00,2868.00
59.00,22.00,97.00,2989.00
24.00,31.00,54.00,1860.00
92.00,85.00,86.00,4464.00
74.00,95.00,70.00,4084.00
72.00,97.00,49.00,3731.00
21.00,37.00,35.00,1597.00
96.00,82.00,87.00,4491.00
66.00,90.00,44.00,3424.00
66.00,28.00,76.00,2852.00
91.00,26.00,80.00,3284.00
77.00,75.00,70.00,3772.00
35.00,69.00,50.00,2652.00
77.00,46.00,61.00,3097.00
44.00,54.00,84.00,3104.00
50.00,80.00,52.00,3124.00
62.00,88.00,23.00,2967.00
86.00,80.00,38.00,3462.00
32.00,52.00,42.00,2162.00
56.00,25.00,24.00,1754.00
27.00,81.00,85.00,3335.00
25.00,20.00,41.00,1457.00
58.00,45.00,55.00,2673.00
72.00,56.00,58.00,3146.00
72.00,74.00,93.00,4065.00
86.00,99.00,46.00,3940.00
48.00,22.00,100.00,2864.00
87.00,85.00,28.00,3398.00
37.00,27.00,86.00,2540.00
75.00,49.00,54.00,3000.00
23.00,81.00,93.00,3407.00
28.00,72.00,99.00,3427.00
53.00,68.00,99.00,3755.00
35.00,48.00,35.00,2019.00
28.00,79.00,50.00,2720.00
52.00,55.00,41.00,2519.00
66.00,67.00,22.00,2636.00
72.00,38.00,34.00,2414.00
26.00,64.00,90.00,3098.00
41.00,60.00,29.00,2229.00
76.00,58.00,49.00,3093.00
89.00,71.00,93.00,4283.00
59.00,71.00,54.00,3140.00
22.00,57.00,94.00,2976.00
99.00,59.00,32.00,3190.00
73.00,47.00,66.00,3136.00
51.00,64.00,69.00,3141.00
71.00,49.00,34.00,2596.00
31.00,27.00,22.00,1356.00
20.00,93.00,40.00,2674.00
55.00,22.00,42.00,1990.00
87.00,70.00,78.00,3978.00
35.00,30.00,41.00,1797.00
53.00,82.00,47.00,3123.00
83.00,40.00,31.00,2575.00
60.00,50.00,81.00,3237.00
74.00,82.00,92.00,4224.00
62.00,79.00,67.00,3553.00
76.00,31.00,60.00,2794.00
80.00,69.00,39.00,3185.00
29.00,29.00,55.00,1921.00
32.00,82.00,21.00,2345.00
22.00,48.00,86.00,2678.00
82.00,47.00,56.00,3110.00
83.00,97.00,69.00,4247.00
98.00,20.00,66.00,3050.00
66.00,60.00,82.00,3530.00
33.00,41.00,28.00,1742.00
68.00,86.00,80.00,3996.00
64.00,33.00,79.00,2961.00
24.00,21.00,71.00,1969.00
83.00,49.00,56.00,3162.00
23.00,61.00,34.00,2044.00
76.00,84.00,73.00,3969.00
75.00,65.00,62.00,3424.00
50.00,89.00,51.00,3269.00
50.00,63.00,37.00,2563.00
47.00,90.00,21.00,2729.00
27.00,70.00,52.00,2576.00
63.00,66.00,90.00,3726.00
35.00,94.00,84.00,3680.00
62.00,76.00,31.00,2887.00
35.00,52.00,21.00,1853.00
35.00,32.00,69.00,2309.00
69.00,52.00,98.00,3706.00
20.00,47.00,42.00,1880.00
73.00,52.00,42.00,2818.00
23.00,53.00,69.00,2495.00
71.00,44.00,66.00,3050.00
75.00,49.00,78.00,3408.00
78.00,77.00,53.00,3535.00
89.00,63.00,27.00,3017.00
78.00,35.00,58.00,2864.00
49.00,85.00,96.00,3946.00
93.00,34.00,57.00,3069.00
93.00,39.00,78.00,3516.00
93.00,92.00,42.00,3858.00
96.00,95.00,28.00,3722.00
31.00,65.00,46.00,2448.00
76.00,52.00,54.00,3070.00
38.00,96.00,50.00,3186.00
39.00,61.00,31.00,2249.00
27.00,98.00,27.00,2655.00
85.00,59.00,56.00,3374.00
50.00,42.00,95.00,3171.00
26.00,100.00,97.00,3865.00
50.00,82.00,51.00,3143.00
32.00,53.00,89.00,2979.00
93.00,43.00,66.00,3384.00
95.00,63.00,22.00,3028.00
29.00,61.00,78.00,2888.00
91.00,93.00,69.00,4303.00
21.00,58.00,29.00,1873.00
40.00,67.00,28.00,2322.00
61.00,74.00,57.00,3277.00
31.00,65.00,75.00,2941.00
62.00,39.00,85.00,3139.00
61.00,89.00,44.00,3326.00
38.00,94.00,67.00,3439.00
54.00,85.00,35.00,2989.00
99.00,26.00,75.00,3327.00
88.00,85.00,97.00,4587.00
21.00,100.00,81.00,3513.00
84.00,24.00,55.00,2711.00
54.00,35.00,97.00,3143.00
75.00,52.00,72.00,3360.00
93.00,83.00,40.00,3662.00
87.00,72.00,87.00,4167.00
42.00,48.00,44.00,2284.00
42.00,95.00,32.00,2926.00
50.00,88.00,24.00,2792.00
46.00,84.00,77.00,3557.00
20.00,66.00,67.00,2647.00
55.00,89.00,41.00,3179.00
87.00,25.00,32.00,2386.00
43.00,67.00,34.00,2472.00
66.00,49.00,54.00,2856.00
94.00,52.00,80.00,3800.00
77.00,90.00,47.00,3651.00
68.00,27.00,20.00,1914.00
64.00,82.00,37.00,3129.00
83.00,88.00,71.00,4119.00
86.00,89.00,30.00,3488.00
82.00,77.00,27.00,3157.00
92.00,89.00,52.00,3958.00
64.00,65.00,98.00,3860.00
73.00,93.00,81.00,4219.00
32.00,95.00,86.00,3684.00
56.00,91.00,72.00,3758.00
97.00,100.00,36.00,3964.00
54.00,78.00,99.00,3951.00
52.00,81.00,69.00,3463.00
27.00,92.00,50.00,2938.00
22.00,65.00,54.00,2440.00
35.00,32.00,62.00,2190.00
40.00,83.00,98.00,3800.00
57.00,55.00,68.00,3058.00
50.00,100.00,46.00,3382.00
84.00,55.00,48.00,3150.00
91.00,67.00,65.00,3767.00
50.00,88.00,21.00,2741.00
94.00,93.00,68.00,4334.00
82.00,22.00,47.00,2507.00
92.00,79.00,61.00,3931.00
81.00,85.00,84.00,4254.00
88.00,88.00,41.00,3689.00
44.00,100.00,78.00,3830.00
96.00,35.00,77.00,3475.00
75.00,56.00,83.00,3619.00
91.00,97.00,75.00,4477.00
77.00,87.00,75.00,4073.00
75.00,97.00,64.00,4034.00
31.00,21.00,45.00,1639.00
51.00,49.00,43.00,2429.00
69.00,78.00,93.00,4089.00
40.00,28.00,97.00,2793.00
66.00,62.00,32.00,2716.00
36.00,88.00,74.00,3418.00
22.00,63.00,44.00,2234.00
32.00,69.00,71.00,2961.00
48.00,48.00,45.00,2397.00
68.00,39.00,93.00,3371.00
95.00,89.00,75.00,4397.00
28.00,77.00,60.00,2854.00
85.00,35.00,48.00,2806.00
47.00,79.00,83.00,3585.00
30.00,79.00,54.00,2820.00
93.00,40.00,75.00,3483.00
93.00,42.00,64.00,3332.00
98.00,54.00,59.00,3543.00
50.00,52.00,89.00,3249.00
64.00,41.00,27.00,2221.00
88.00,96.00,73.00,4377.00
51.00,27.00,57.00,2271.00
52.00,90.00,95.00,4067.00
32.00,35.00,32.00,1686.00
43.00,99.00,35.00,3065.00
31.00,90.00,39.00,2779.00
71.00,35.00,89.00,3279.00
50.00,23.00,40.00,1894.00
54.00,86.00,63.00,3483.00
99.00,86.00,39.00,3795.00
59.00,25.00,25.00,1819.00
70.00,25.00,61.00,2607.00
100.00,79.00,53.00,3923.00
87.00,72.00,44.00,3436.00
41.00,49.00,91.00,3085.00
58.00,64.00,68.00,3236.00
81.00,71.00,68.00,3730.00
32.00,92.00,40.00,2848.00
60.00,98.00,79.00,4067.00
64.00,84.00,97.00,4185.00
96.00,95.00,44.00,3994.00
27.00,39.00,23.00,1525.00
59.00,87.00,52.00,3394.00
85.00,68.00,97.00,4233.00
78.00,44.00,22.00,2414.00
25.00,93.00,42.00,2788.00
30.00,49.00,46.00,2144.00
26.00,83.00,71.00,3117.00
67.00,40.00,98.00,3458.00
39.00,58.00,29.00,2161.00
44.00,56.00,22.00,2086.00
53.00,20.00,68.00,2364.00
25.00,32.00,20.00,1316.00
23.00,59.00,92.00,2994.00
40.00,82.00,96.00,3748.00
54.00,66.00,26.00,2494.00
81.00,48.00,32.00,2704.00
32.00,68.00,33.00,2297.00
65.00,69.00,56.00,3234.00
85.00,100.00,52.00,4044.00
70.00,23.00,77.00,2843.00
59.00,57.00,60.00,2990.00
70.00,45.00,89.00,3443.00
92.00,66.00,36.00,3272.00
99.00,79.00,87.00,4485.00
80.00,88.00,71.00,4071.00
60.00,86.00,20.00,2848.00
95.00,59.00,74.00,3840.00
87.00,56.00,74.00,3658.00
